w_geocode,h_geocode,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03,createdate
110010023023001,240338010043016,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338010052011,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338011063000,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,240338012121003,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338012132000,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338013101002,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338013102009,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338013131008,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338014101003,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,240338017071001,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338017091000,2,0,0,2,0,0,2,0,0,2,20231016
110010023023001,240338020022001,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338021032000,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338022031007,1,0,0,1,0,1,0,0,0,1,20231016
110010023023001,240338023012004,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338024052001,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,240338025011007,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338025012001,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,240338026002016,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338026002018,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,240338028042005,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,240338030022000,1,0,0,1,0,1,0,0,0,1,20231016
110010023023001,240338031001001,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,240338031001008,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,240338033002005,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338035083001,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,240338035122014,1,1,0,0,0,1,0,0,0,1,20231016
110010023023001,240338035133004,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338035193000,2,0,1,1,0,1,1,0,0,2,20231016
110010023023001,240338035281005,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,240338036011017,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338036011019,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338036082000,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338044001003,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338046001007,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,240338057001001,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240338057002007,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,240338058021002,1,1,0,0,0,0,1,0,0,1,20231016
110010023023001,240338059081014,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,240338067122002,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,240338074052018,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,240378755011018,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,245100902001013,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,371470006023000,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,510131001001012,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,510131036012006,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,510131038004008,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,510411008193006,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,510594201002021,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,510594211022000,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,510594214003001,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,510594408002014,1,1,0,0,0,0,1,0,0,1,20231016
110010023023001,510594519001000,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,510594521012001,1,0,1,0,0,1,0,0,0,1,20231016
110010023023001,510594526001005,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,510594605032013,1,0,1,0,0,1,0,0,0,1,20231016
110010023023001,510594616041005,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,510594710001002,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,510594816001011,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,511076104002014,1,0,1,0,0,1,0,0,0,1,20231016
110010023023001,511076107032003,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,511076110292001,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,511539005041002,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,511539012124010,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,511539014201011,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,511770201133000,1,0,1,0,0,0,1,0,0,1,20231016
110010023023001,511790101062001,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,515102004041000,1,0,0,1,0,0,1,0,0,1,20231016
110010023023001,515102014004015,1,1,0,0,0,0,1,0,0,1,20231016
110010023023001,515102016022003,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,090012572002014,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,100010402033007,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,100010405012003,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,100010414001085,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,100030002004001,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,100030012002013,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,100030016001012,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,100030024001018,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,100030024002004,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,100030139032003,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,100030145021004,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,100030148112000,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,100030149041002,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,100030149073001,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,100030152003000,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,100050510103002,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,121030201053003,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,121030201092005,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,121030201093002,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,121030202012026,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,121030243022000,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,121030251221003,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,130890214052015,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,130890226014001,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,130890231071022,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,130890232132007,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,130890232192013,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,130890236013000,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037012011029,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037012012002,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037012021004,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037012021007,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037012021023,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037013022010,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037022041005,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037022041007,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037022051001,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037022052009,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037022052012,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037022061000,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037022061005,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037022063003,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037022081001,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037022081004,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037022081005,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037022081008,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037022082000,1,1,0,0,0,0,1,0,0,1,20231016
110010023023007,240037022083001,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037022093000,1,1,0,0,0,0,1,0,0,1,20231016
110010023023007,240037022093008,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037023003001,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037023003011,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037024021001,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037024022006,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037025002001,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037025004015,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037026011023,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037026013026,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037026014004,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037026023000,1,1,0,0,0,0,1,0,0,1,20231016
110010023023007,240037026023007,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037027021018,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037027031006,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037061031004,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037064021010,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037064031000,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037064042002,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037070011002,1,1,0,0,0,0,1,0,0,1,20231016
110010023023007,240037080011063,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037302062002,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037303002005,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037305071009,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037305072006,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037305082003,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037305111002,2,0,1,1,0,1,1,0,0,2,20231016
110010023023007,240037305121004,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037305142000,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037305142001,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037307011007,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037309011000,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037310042000,1,0,1,0,0,1,0,0,0,1,20231016
110010023023007,240037311033002,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037311042016,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037311062013,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037312013001,1,0,1,0,0,1,0,0,0,1,20231016
110010023023007,240037313062000,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037401031001,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037401032016,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037401044003,2,0,2,0,0,0,2,0,0,2,20231016
110010023023007,240037401051000,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037401052008,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037401052009,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037401061006,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037401062000,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037401062012,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037401072008,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037401081008,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037401081014,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037402031003,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037402031006,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037402031020,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037402032002,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037402032007,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037402032008,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037402033003,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037402033006,2,0,2,0,0,0,2,0,0,2,20231016
110010023023007,240037402042005,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037402043008,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037403031007,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037403031014,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037403041000,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037403042001,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037403043034,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037403043038,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037403051001,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037403055000,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037404001000,2,0,0,2,0,0,2,0,0,2,20231016
110010023023007,240037404001002,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037405011001,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037405012012,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037405013000,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037405021005,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037405021006,1,0,1,0,0,1,0,0,0,1,20231016
110010023023007,240037405021007,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037405022000,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037405022002,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037405023005,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037406012000,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037406022005,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037407032000,4,0,2,2,0,0,4,0,0,4,20231016
110010023023007,240037407032003,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037407033000,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037407041000,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037409002002,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037409003007,1,0,1,0,0,1,0,0,0,1,20231016
110010023023007,240037409004006,2,0,1,1,0,0,2,0,0,2,20231016
110010023023007,240037502041015,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037503002000,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037503002004,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037508013001,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037508034010,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037512001017,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037514002017,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240037514002041,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037515004000,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037515004002,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240037515005002,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054002002017,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054005001015,1,1,0,0,0,0,1,0,0,1,20231016
110010023023007,240054006002004,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054007021011,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054011012001,2,0,2,0,0,0,2,0,0,2,20231016
110010023023007,240054012001008,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240054012002004,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054013011004,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054013021007,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054015062000,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054015073001,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054023071009,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054023073009,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054024041000,2,1,0,1,0,0,2,0,0,2,20231016
110010023023007,240054025032000,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240054025041008,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240054025113006,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240054026032008,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054026041022,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240054026043002,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240054032011029,1,1,0,0,0,0,1,0,0,1,20231016
110010023023007,240054032012001,1,1,0,0,0,0,1,0,0,1,20231016
110010023023007,240054037041017,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054038021007,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240054041013026,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240054041023008,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054085063007,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240054113092005,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054114112002,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054203011000,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054203011015,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054302001010,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054302002018,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054304002026,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054309001014,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054406001005,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240054407021002,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054410001005,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054410001020,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240054411022005,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054411023005,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240054517011006,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240054517011022,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240054518012003,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240054521001030,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054924024007,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240054925001002,2,0,2,0,0,0,2,0,0,2,20231016
110010023023007,240054925001006,1,1,0,0,0,0,1,0,0,1,20231016
110010023023007,240098603002005,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240098603003007,1,0,0,1,0,0,1,0,0,1,20231016
110010023023007,240098604032006,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240098604042021,1,0,1,0,0,0,1,0,0,1,20231016
110010023023007,240098605012010,1,0,1,0,0,1,0,0,0,1,20231016
110010023023007,240098607021028,1,0,1,0,0,1,0,0,0,1,20231016
110010023023007,240098607031002,1,0,1,0,0,1,0,0,0,1,20231016
