tract,min_dur,min_dist,closest_dur,closest_dist
11001003701,13.5366666666667,0.6306294279,U Street/African-American Civil War Memorial/Cardozo,U Street/African-American Civil War Memorial/Cardozo
11001000703,32.0733333333333,1.4929059646,Cleveland Park,Cleveland Park
11001000702,38.65,1.8015409403,Woodley Park-Zoo/Adams Morgan,Woodley Park-Zoo/Adams Morgan
11001001402,30.27,1.4062247101,Friendship Heights,Friendship Heights
11001002101,29.3183333333333,1.3664569661,Georgia Ave-Petworth,Georgia Ave-Petworth
11001003500,11.9183333333333,0.5555678111,U Street/African-American Civil War Memorial/Cardozo,U Street/African-American Civil War Memorial/Cardozo
11001007304,14.35,0.6685330589,Congress Heights,Congress Heights
11001007601,27.045,1.3263163995,Potomac Ave,Potomac Ave
11001008200,14.14,0.6592124939,Capitol South,Capitol South
11001008702,14.2083333333333,0.6621329376,NoMa-Gallaudet U,NoMa-Gallaudet U
11001009503,25.56,1.1913546183,Brookland-CUA,Brookland-CUA
11001009508,6.46166666666667,0.3013027979,Fort Totten,Fort Totten
11001009905,18.515,0.8614066173,Capitol Heights,Capitol Heights
11001000202,15.93,0.7391829416,Rosslyn,Rosslyn
11001010900,49.7866666666667,3.352917916,Congress Heights,Congress Heights
11001007409,14.4866666666667,0.6751817286,Southern Ave,Southern Ave
11001007604,36.05,1.6770181919,Naylor Road,Naylor Road
11001980000,21.35,0.9864264625,Smithsonian,Smithsonian
11001000903,28.995,1.3499284975,Tenleytown-AU,Tenleytown-AU
11001003802,14.5166666666667,0.6750574544,Columbia Heights,Columbia Heights
11001007202,5.00166666666667,0.233014125,Navy Yard-Ballpark,Navy Yard-Ballpark
11001007203,7.55166666666667,0.3518823973,Navy Yard-Ballpark,Navy Yard-Ballpark
11001001004,9.03333333333333,0.4209788525,Tenleytown-AU,Tenleytown-AU
11001000600,10.6616666666667,0.4967861145,Cleveland Park,Cleveland Park
11001004802,4.55,0.2119496481,Mt Vernon Sq 7th St-Convention Center,Mt Vernon Sq 7th St-Convention Center
11001007404,15.8483333333333,0.7370081431,Congress Heights,Congress Heights
11001008701,16.3466666666667,0.7606823782,NoMa-Gallaudet U,NoMa-Gallaudet U
11001009603,15.2433333333333,0.710227053,Minnesota Ave,Minnesota Ave
11001009904,14.6666666666667,0.6835081,Benning Road,Benning Road
11001000802,39.7066666666667,1.8470874346,Rosslyn,Rosslyn
11001002400,9.07666666666667,0.4229672397,Georgia Ave-Petworth,Georgia Ave-Petworth
11001003400,14.84,0.6910266891,Shaw-Howard U,Shaw-Howard U
11001010400,17.0466666666667,0.7941742751,Congress Heights,Congress Heights
11001009000,58.2316666666667,2.7123465521,Brookland-CUA,Brookland-CUA
11001001304,6.03333333333333,0.2811703775,Cleveland Park,Cleveland Park
11001007201,9.16166666666667,0.4270682883,Navy Yard-Ballpark,Navy Yard-Ballpark
11001002503,5.60833333333333,0.2614729168,Georgia Ave-Petworth,Georgia Ave-Petworth
11001007804,16.2916666666667,0.7591289507,Benning Road,Benning Road
11001001803,41.4716666666667,1.9327123584,Takoma,Takoma
11001007408,26.6666666666667,1.2410642983,Naylor Road,Naylor Road
11001009204,13.2083333333333,0.6139766851,Rhode Island Ave-Brentwood,Rhode Island Ave-Brentwood
11001004902,3.33333333333333,0.1554048871,Mt Vernon Sq 7th St-Convention Center,Mt Vernon Sq 7th St-Convention Center
11001007605,30.5316666666667,1.4195841866,Anacostia,Anacostia
11001009102,12.6533333333333,0.5864499498,Rhode Island Ave-Brentwood,Rhode Island Ave-Brentwood
11001009201,13.045,0.6078872493,Brookland-CUA,Brookland-CUA
11001009511,11.675,0.5441345847,Brookland-CUA,Brookland-CUA
11001004402,4.03,0.1875297678,U Street/African-American Civil War Memorial/Cardozo,U Street/African-American Civil War Memorial/Cardozo
11001001301,24.8083333333333,1.1560607455,Van Ness-UDC,Van Ness-UDC
11001003200,10.91,0.5082193409,Georgia Ave-Petworth,Georgia Ave-Petworth
11001007100,19.365,0.9022928291,Potomac Ave,Potomac Ave
11001007703,16.4666666666667,0.766150443,Benning Road,Benning Road
24031705601,21.9033333333333,1.0207261417,Friendship Heights,Friendship Heights
24033805201,34.0633333333333,1.5874786308,Fort Totten,Fort Totten
24031705300,18.73,0.8730883921,Friendship Heights,Friendship Heights
24031701704,25.4016666666667,1.1835874808,Takoma,Takoma
24031701701,14.0283333333333,0.6535580178,Takoma,Takoma
24031705200,40.0483333333333,1.8646100968,Bethesda,Bethesda
24031705800,123.343333333333,5.6964186425,McLean,McLean
24033801600,47.7616666666667,2.226372293,Southern Ave,Southern Ave
24033804300,44.6733333333333,2.0723344221,Cheverly,Cheverly
24033801500,86.3516666666667,3.9650304881,Southern Ave,Southern Ave
24033802901,18.0333333333333,0.8387265758,Addison Road-Seat Pleasant,Addison Road-Seat Pleasant
24033802600,27.745,1.2917681719,Capitol Heights,Capitol Heights
24031702502,13.58,0.6328663635,Silver Spring,Silver Spring
24033801404,62.015,3.2171483525,King St-Old Town,King St-Old Town
24033804900,17.1933333333333,0.8471150843,West Hyattsville,West Hyattsville
24033804801,21.805,1.0143260204,West Hyattsville,West Hyattsville
24033803001,23.7283333333333,1.1057918316,Capitol Heights,Capitol Heights
24033804400,57.21,2.6663650981,West Hyattsville,West Hyattsville
24033801704,45.525,2.1217334166,Southern Ave,Southern Ave
24033801807,39.1633333333333,1.825587998,Southern Ave,Southern Ave
24031705702,44.605,2.0771811159,Friendship Heights,Friendship Heights
24031705501,8.46,0.3941977624,Friendship Heights,Friendship Heights
24031702602,18.9483333333333,0.8828439168,Silver Spring,Silver Spring
24033803100,33.885,1.5790279852,Deanwood,Deanwood
24031701800,13.5266666666667,0.6306294279,Takoma,Takoma
24033802502,42.6733333333333,1.9874551435,Benning Road,Benning Road
24033802501,36.8183333333333,1.7146111374,Naylor Road,Naylor Road
24031702604,9.24666666666667,0.4308586514,Silver Spring,Silver Spring
24031702603,11.08,0.5164835752,Silver Spring,Silver Spring
24031702700,32.7733333333333,1.5260250389,Forest Glen,Forest Glen
24033805000,25.24,1.1824068759,West Hyattsville,West Hyattsville
24033802700,9.57,0.4448394989,Capitol Heights,Capitol Heights
24033804700,30.8,1.4350563245,West Hyattsville,West Hyattsville
24031702501,9.8,0.4567698221,Silver Spring,Silver Spring
51510202002,38.0233333333333,1.7717772694,King St-Old Town,King St-Old Town
51510201805,16.3666666666667,0.7613658863,Braddock Road,Braddock Road
51510201802,21.0816666666667,0.9819525913,Braddock Road,Braddock Road
51013101601,15.475,0.7192369325,Rosslyn,Rosslyn
51510201900,12.5783333333333,0.5862014014,King St-Old Town,King St-Old Town
51510202001,25.4083333333333,1.1819719162,King St-Old Town,King St-Old Town
51013980100,17.5333333333333,0.8172892763,Arlington Cemetery,Arlington Cemetery
51013100400,48.7866666666667,2.2445784633,Clarendon,Clarendon
51510980000,35.6216666666667,1.6601169007,Braddock Road,Braddock Road
51013100300,68.8233333333333,3.2057151261,East Falls Church,East Falls Church
51013980200,4.44666666666667,0.2055495268,Ronald Reagan Washington National Airport,Ronald Reagan Washington National Airport
